Skill 1	Skill 2	Weight
Sociology and Anthropology	Repairing and Maintaining Electronic Equipment	0.144876
Sociology and Anthropology	Repairing and Maintaining Mechanical Equipment	0.133779
Sociology and Anthropology	Resolving Conflicts and Negotiating with Others	0.575163
Sociology and Anthropology	Scheduling Work and Activities	0.492260
Sociology and Anthropology	Selling or Influencing Others	0.488055
Sociology and Anthropology	Staffing Organizational Units	0.501805
Sociology and Anthropology	Thinking Creatively	0.508532
Sociology and Anthropology	Training and Teaching Others	0.513245
Sociology and Anthropology	Updating and Using Relevant Knowledge	0.486068
Telecommunications	Therapy and Counseling	0.342308
Telecommunications	Transportation	0.476534
Telecommunications	Analyzing Data or Information	0.437931
Telecommunications	Assisting and Caring for Others	0.339286
Telecommunications	Coaching and Developing Others	0.341297
Telecommunications	Communicating with Persons Outside Organization	0.446991
Telecommunications	Communicating with Supervisors, Peers, or Subordinates	0.398119
Telecommunications	Controlling Machines and Processes	0.334395
Telecommunications	Coordinating the Work and Activities of Others	0.351351
Telecommunications	Developing Objectives and Strategies	0.374150
Telecommunications	Developing and Building Teams	0.364486
Telecommunications	Documenting/Recording Information	0.426934
Telecommunications	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.403571
Telecommunications	Establishing and Maintaining Interpersonal Relationships	0.364780
Telecommunications	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.362805
Telecommunications	Evaluating Information to Determine Compliance with Standards	0.392097
Telecommunications	Getting Information	0.403727
Telecommunications	Guiding, Directing, and Motivating Subordinates	0.327815
Telecommunications	Handling and Moving Objects	0.312676
Telecommunications	Identifying Objects, Actions, and Events	0.380805
Telecommunications	Inspecting Equipment, Structures, or Material	0.345109
Telecommunications	Interacting With Computers	0.489552
Telecommunications	Interpreting the Meaning of Information for Others	0.431034
Telecommunications	Judging the Qualities of Things, Services, or People	0.317073
Telecommunications	Making Decisions and Solving Problems	0.399371
Telecommunications	Monitor Processes, Materials, or Surroundings	0.372727
Telecommunications	Monitoring and Controlling Resources	0.378007
Telecommunications	Operating Vehicles, Mechanized Devices, or Equipment	0.378571
Telecommunications	Organizing, Planning, and Prioritizing Work	0.373377
Telecommunications	Performing Administrative Activities	0.410095
Telecommunications	Performing General Physical Activities	0.331461
Telecommunications	Performing for or Working Directly with the Public	0.390671
Telecommunications	Processing Information	0.433225
Telecommunications	Provide Consultation and Advice to Others	0.413194
Telecommunications	Repairing and Maintaining Electronic Equipment	0.452297
Telecommunications	Repairing and Maintaining Mechanical Equipment	0.361204
Telecommunications	Resolving Conflicts and Negotiating with Others	0.401961
Telecommunications	Scheduling Work and Activities	0.386997
Telecommunications	Selling or Influencing Others	0.361775
Telecommunications	Staffing Organizational Units	0.371841
Telecommunications	Thinking Creatively	0.406143
Telecommunications	Training and Teaching Others	0.357616
Telecommunications	Updating and Using Relevant Knowledge	0.455108
Therapy and Counseling	Transportation	0.245487
Therapy and Counseling	Analyzing Data or Information	0.379310
Therapy and Counseling	Assisting and Caring for Others	0.592857
Therapy and Counseling	Coaching and Developing Others	0.467577
Therapy and Counseling	Communicating with Persons Outside Organization	0.424069
Therapy and Counseling	Communicating with Supervisors, Peers, or Subordinates	0.373041
Therapy and Counseling	Controlling Machines and Processes	0.149682
Therapy and Counseling	Coordinating the Work and Activities of Others	0.384384
Therapy and Counseling	Developing Objectives and Strategies	0.448980
Therapy and Counseling	Developing and Building Teams	0.433022
Therapy and Counseling	Documenting/Recording Information	0.429799
Therapy and Counseling	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.117857
Therapy and Counseling	Establishing and Maintaining Interpersonal Relationships	0.446541
Therapy and Counseling	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.228659
Therapy and Counseling	Evaluating Information to Determine Compliance with Standards	0.395137
Therapy and Counseling	Getting Information	0.388199
Therapy and Counseling	Guiding, Directing, and Motivating Subordinates	0.443709
Therapy and Counseling	Handling and Moving Objects	0.188732
Therapy and Counseling	Identifying Objects, Actions, and Events	0.390093
Therapy and Counseling	Inspecting Equipment, Structures, or Material	0.206522
Therapy and Counseling	Interacting With Computers	0.340299
Therapy and Counseling	Interpreting the Meaning of Information for Others	0.441379
Therapy and Counseling	Judging the Qualities of Things, Services, or People	0.378049
Therapy and Counseling	Making Decisions and Solving Problems	0.411950
Therapy and Counseling	Monitor Processes, Materials, or Surroundings	0.357576
Therapy and Counseling	Monitoring and Controlling Resources	0.319588
Therapy and Counseling	Operating Vehicles, Mechanized Devices, or Equipment	0.164286
Therapy and Counseling	Organizing, Planning, and Prioritizing Work	0.399351
Therapy and Counseling	Performing Administrative Activities	0.441640
Therapy and Counseling	Performing General Physical Activities	0.235955
Therapy and Counseling	Performing for or Working Directly with the Public	0.483965
Therapy and Counseling	Processing Information	0.355049
Therapy and Counseling	Provide Consultation and Advice to Others	0.420139
Therapy and Counseling	Repairing and Maintaining Electronic Equipment	0.169611
Therapy and Counseling	Repairing and Maintaining Mechanical Equipment	0.150502
Therapy and Counseling	Resolving Conflicts and Negotiating with Others	0.500000
Therapy and Counseling	Scheduling Work and Activities	0.386997
Therapy and Counseling	Selling or Influencing Others	0.348123
Therapy and Counseling	Staffing Organizational Units	0.447653
Therapy and Counseling	Thinking Creatively	0.368601
Therapy and Counseling	Training and Teaching Others	0.493377
Therapy and Counseling	Updating and Using Relevant Knowledge	0.386997
Transportation	Analyzing Data or Information	0.268966
Transportation	Assisting and Caring for Others	0.360714
Transportation	Coaching and Developing Others	0.341297
Transportation	Communicating with Persons Outside Organization	0.366762
Transportation	Communicating with Supervisors, Peers, or Subordinates	0.307210
Transportation	Controlling Machines and Processes	0.503185
Transportation	Coordinating the Work and Activities of Others	0.423423
Transportation	Developing Objectives and Strategies	0.340136
Transportation	Developing and Building Teams	0.367601
Transportation	Documenting/Recording Information	0.300860
Transportation	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.453571
Transportation	Establishing and Maintaining Interpersonal Relationships	0.323899
Transportation	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.463415
Transportation	Evaluating Information to Determine Compliance with Standards	0.343465
Transportation	Getting Information	0.316770
Transportation	Guiding, Directing, and Motivating Subordinates	0.370861
Transportation	Handling and Moving Objects	0.504225
Transportation	Identifying Objects, Actions, and Events	0.303406
Transportation	Inspecting Equipment, Structures, or Material	0.486413
Transportation	Interacting With Computers	0.292537
Transportation	Interpreting the Meaning of Information for Others	0.265517
Transportation	Judging the Qualities of Things, Services, or People	0.344512
Transportation	Making Decisions and Solving Problems	0.298742
Transportation	Monitor Processes, Materials, or Surroundings	0.393939
Transportation	Monitoring and Controlling Resources	0.415808
Transportation	Operating Vehicles, Mechanized Devices, or Equipment	0.625000
Transportation	Organizing, Planning, and Prioritizing Work	0.298701
Transportation	Performing Administrative Activities	0.337539
Transportation	Performing General Physical Activities	0.558989
Transportation	Performing for or Working Directly with the Public	0.379009
Transportation	Processing Information	0.286645
Transportation	Provide Consultation and Advice to Others	0.302083
Transportation	Repairing and Maintaining Electronic Equipment	0.424028
Transportation	Repairing and Maintaining Mechanical Equipment	0.521739
Transportation	Resolving Conflicts and Negotiating with Others	0.369281
Transportation	Scheduling Work and Activities	0.325077
Transportation	Selling or Influencing Others	0.433447
Transportation	Staffing Organizational Units	0.375451
Transportation	Thinking Creatively	0.313993
Transportation	Training and Teaching Others	0.334437
Transportation	Updating and Using Relevant Knowledge	0.229102
Analyzing Data or Information	Assisting and Caring for Others	0.410345
Analyzing Data or Information	Coaching and Developing Others	0.559727
Analyzing Data or Information	Communicating with Persons Outside Organization	0.607450
Analyzing Data or Information	Communicating with Supervisors, Peers, or Subordinates	0.636364
Analyzing Data or Information	Controlling Machines and Processes	0.203822
Analyzing Data or Information	Coordinating the Work and Activities of Others	0.516517
Analyzing Data or Information	Developing Objectives and Strategies	0.727891
Analyzing Data or Information	Developing and Building Teams	0.551402
Analyzing Data or Information	Documenting/Recording Information	0.716332
Analyzing Data or Information	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.331034
Analyzing Data or Information	Establishing and Maintaining Interpersonal Relationships	0.534591
Analyzing Data or Information	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.503049
Analyzing Data or Information	Evaluating Information to Determine Compliance with Standards	0.629179
Analyzing Data or Information	Getting Information	0.658385
Analyzing Data or Information	Guiding, Directing, and Motivating Subordinates	0.552980
